Product DB,Customer DB,Order DB,Shipping Cost Service,Caching Service,Product Service,Auth Service,Order Service,API,www,Website
0.1408742564579187,0.2701172461898154,0.02161875985045397,0.1594208428529543,2.201327380615983,2.453859300692192,0.9586868606318859,0.5721280236892595,4.9210744755367735,5.891926577557283,5.937949979243989
0.16090255937020836,0.008235313571878893,0.18218241996629816,0.1145676284220804,2.1059014852868767,2.2594320454552594,0.32505396287865407,0.683029743849697,4.0099691355436144,4.373290205590544,4.418745841739739
0.013299671671846598,0.12717691095566036,0.5919037945165964,0.11236153102020655,2.1603954814982753,2.2781886037787307,0.6451092167756185,1.0974603399788534,4.915486856497957,5.578015464714815,5.708615558242639
1.3171666526821428,0.14585003716209494,0.09430149525986042,0.4012055025284612,3.5054169430463458,3.6221972356050047,0.5026796459397287,0.880008338901307,5.65277268598654,6.265664672417426,6.356730051664209
0.6995193068399133,0.42503912760638096,0.2332693629551384,0.5728968246098617,2.931481655473023,3.062255166126204,0.5982652953343643,0.8858462855048901,5.585744131613472,6.266661618186093,6.346389590311389
0.2504889871211119,0.012134279684916323,0.3859510617735703,0.23429623552541534,2.507821775371358,2.727789458710154,0.3340551043527761,1.1922360345070393,4.865755657736907,5.567329233781864,5.745903107258202
0.11770494034838384,0.1681915236428141,0.18913063724789556,0.20240118284984154,2.3238470824362962,2.6889920228924753,0.3506362370342704,0.8335203872212884,4.655632969603965,5.068852572636287,5.070591530476098
0.2421241668389849,0.16994939205338222,0.46197225717919466,0.17619731446100487,2.1462356470924284,2.2817272771381645,0.3871751702083014,1.1831971907757701,4.812821734191339,5.322702042736848,5.576528335813101
0.05974214542456535,0.2332493650295216,0.5069240930093772,0.10120612807365095,2.185815335608458,2.655847246986086,0.369657421974547,1.1782241373733617,5.0737566526405375,5.708233858573659,5.723718474131961
0.07485508776828557,0.06767603089686013,0.2652435735954034,0.30441505102041244,2.1675565091160705,2.3552414784904334,0.20880012636837908,0.9419084619618482,4.226745564082541,4.730872425520988,5.281269514102139
0.004127642087168342,0.1609288951137306,0.17439718978960456,0.21731682577662806,2.1524276242862506,2.446653480409942,0.38911979960541404,0.6986444182361737,4.248693647638422,4.905376138564636,5.336002539661079
0.0965073060480636,0.04635399877616309,0.043187918033971984,0.19590422353686848,2.2319837659443422,2.433375150019755,0.1817377309705637,0.5866344171247244,3.78172177210451,4.007849600195721,4.051482851919532
0.019195623089925253,0.021281236607622087,0.00022629664230286082,0.2954155488187007,2.1848598951968254,2.3325611954278167,0.26089763225322543,0.6031686826457128,3.910296645222009,4.34603515177861,4.7275518166641906
0.12377893289979601,0.13416623292595473,0.23542212750528768,0.262305721531716,2.266854363814615,2.759828618757548,0.602870042174419,0.7576741071434037,4.778046217113402,5.391498240930796,5.55429117028187
0.5939876619858959,0.2586489383564322,0.020858753430924477,0.1427537177897401,2.773713725799057,3.272970688604232,0.46468839275878626,0.647465705317927,5.196593650271052,6.0376019082467,6.073887272567516
0.26472901599999005,0.03717715675444793,0.027009930840477255,0.10285320234451915,2.392863955297283,2.5504420287319904,0.21700755648374576,0.8434272538108265,4.420674385376011,4.657683635123757,4.669210890916362
0.12388411111199034,0.16714930181041,0.19168583961566646,0.2374535127498191,2.263502194368015,2.768070933962922,0.3064555701160063,1.3262582094483046,5.224146751487746,5.549419757574086,5.555233739446644
0.3797375880507574,0.006036354036186967,0.18766990482214532,0.16651714027603554,2.4956013954861795,2.8122714519765446,0.28564148374338527,0.7495877123990505,4.483742536108942,4.904298910530336,4.949595669392029
0.35304561357586023,0.040360902767757244,0.13540516247857695,0.504971821503516,2.461585371524997,2.7129824066231287,0.2935680044923293,0.8094762377444685,4.372225374791978,4.786657396727081,4.9548024465188645
0.2849204157695956,0.3790372290560506,0.03977124580230846,0.204398630612436,2.42792573556745,2.5978961228111426,0.8186774149923528,0.7284220360139501,5.190114927687656,6.082395084295761,6.152935929734012
0.31152106771448396,0.15589551283677228,0.03213662595460408,0.4740123554193073,2.4810262083610457,2.6165045164673395,0.37239396391989255,0.5909063367726233,4.270139006381732,4.794121057327324,4.8291544683066805
0.33441078835533294,0.4018389580650773,0.04793044014303225,0.2834692149897161,2.130696468618986,2.4552556389896867,0.6014298487881109,0.7577886718309305,4.96007321856406,5.749385599652367,6.049814913608063
0.21425275124046828,0.29526801569485833,0.2726384865053827,0.3636947815926964,2.446003290546821,2.8233105077741065,0.8232924656045846,1.1076551746765115,5.843000093408725,6.6996488786242905,6.810409722041963
0.20806827571906217,0.23808747335430921,0.7522641643129607,0.4444592500258222,2.1189485258988205,2.332731451887971,0.3648558265835397,1.5968644880306342,5.263019659549891,5.838611942734461,5.864182567539325
0.10234788962997343,0.25379729244837196,0.411691365490795,0.17253724990336022,2.2252681326494335,2.447429095895673,0.3681889034502226,1.0379351237404726,4.858087646778927,5.27958977843782,5.283892366266595
0.18558691415595763,0.2745603054793045,0.2495132328417697,0.2694583466615956,2.200830575738519,2.4567073568684576,0.3802225570022745,1.0096418421653572,4.868393280855765,5.297434014739642,5.61502755169447
0.28868578125299155,0.09803458014361884,0.39821275424435004,0.20316481067177444,2.219842436281161,2.559538711342033,0.37064494636647466,0.9068280361828611,4.437791899781462,5.051235021963118,5.136542385278721
0.37687290923786193,0.10134164189472111,0.8678440984762148,0.12567533294655023,2.2468555967759865,2.4654311697528755,0.5481334200714154,1.385150282937801,5.118294686987513,5.8594200887530405,6.1982168603235355
0.16623567378198367,0.09576324184866963,0.0379023413488456,0.2029976190667004,2.3433012318962128,2.5810543501600414,0.34249024593633043,0.8059876568105945,4.674432019899514,5.232306976230932,5.624867352157486
0.13617004240737005,0.13954461328745116,0.1473732479215516,0.32718017211440864,2.3099773174031717,2.4923882532497625,0.49705071282966573,0.872413902895335,4.823380678719639,5.382650286606299,5.507279055654145
0.09887699739352443,0.0006169846379536047,0.19302191803067895,0.338424510722176,2.1174901821125807,2.329633938716459,0.1103602759622298,0.7463220144219254,3.8269783300188953,3.974626865528559,4.048051350832148
0.036118240016850496,0.06466483745987288,0.007334776449622863,0.21801245574577552,2.198450460722355,2.341928867582059,0.22686251079439557,0.69398451791661,4.110275151140918,4.378724176084077,4.872946468195526
0.13257445552039634,0.48251391975377933,0.297626691071863,0.30824039075493564,2.18720268218237,2.2886306275212,0.6367227666926556,1.0728856265548004,5.145713954340106,6.167513924461048,6.214970295734688
0.23531063208965675,0.17734872097368212,0.2538778615969654,0.3983018518048208,2.4050778328948375,2.6539258191304866,0.3798502909586766,0.9016968665217828,4.645654071973338,5.308847367752197,5.694559365462249
0.2921701095369355,0.08018188222799982,0.3052400625626386,0.11413275268910825,2.563414193493594,3.078244134055704,0.2803513762045774,0.9133450568080382,5.1224905068609745,5.625355842145389,5.908107442309218
0.06313445853348665,0.40689821708959983,0.2899305882864404,0.1330512040105076,2.195384604110785,2.4964258145530627,0.6884627395646543,1.1697706557711784,5.566147185550596,6.533821184513612,6.701607992756719
0.21184804696685722,0.5335142659105169,0.34161844099529154,0.20740901123973102,2.468096750036599,2.6525621415460976,0.7053148249471681,1.1109159671730349,5.86295284670074,6.598864014150712,6.674711058058703
